companycode,inn,ogrn,kpp,name,address,hr-agency,url,site,phone,fax,email,code_industry_branch
1055456016428,5426000016.0,1055456016428.0,542601001.0,"Муниципальное предприятие ""Жуланское жилищно-коммунальное хозяйство"" муниципального образования Жуланского сельсовета.","Новосибирская область, 632497, с Жуланка, р-н Кочковский, ул Лахина, д. 53, 80.612496, 54.367871",,https://trudvsem.ru/company/1055456016428,,+7(38356)27403,,mpjkx2011@yandex.ru,
1155476070310,5404014270.0,1155476070310.0,540401001.0,"Общество с ограниченной ответственностью ""Дипломат-Опт""","Новосибирская область, 630128, г Новосибирск, ул Демакова, д. 23, корп. 5, офис 100, 83.112921, 54.862451",,https://trudvsem.ru/company/1155476070310,,+7(913)0163267,,,
318547600136969,753611963234.0,318547600136969.0,,Индивидуальный предприниматель  Иргашева Татьяна Николаевна,"Новосибирская область, 630027, г Новосибирск, ул Столетова, д. 6, 82.965642, 55.098892",,https://trudvsem.ru/company/318547600136969,,+7(923)2262266,,tanya020656@mail.ru,
1125476139315,5402554520.0,1125476139315.0,540201001.0,"Общество с ограниченной ответственностью ""Нью-Йорк Пицца Франчайзинг""","Новосибирская область, 630049, г Новосибирск, ул Галущака, д. 2а, 82.902014, 55.051489",,https://trudvsem.ru/company/1125476139315,,+7(923)2255511,,kravchenko@kuzina.ru,
319547600030448,544617041282.0,319547600030448.0,,Индивидуальный предприниматель Петин Вадим Георгиевич,"Новосибирская область, г Бердск, ул Ленина, 83.09817, 54.76234",,https://trudvsem.ru/company/319547600030448,,+7(906)9949027,,89069949027a@gmail.com,
1045403227044,5407271116.0,1045403227044.0,540501001.0,"ООО ""Звезда""","Новосибирская область, 633131, рп Мошково, р-н Мошковский, ул Вокзальная, д. 1/2, 83.592729, 55.294125",,https://trudvsem.ru/company/1045403227044,,+7(983)3132700,,mechzvezda@mail.ru,
317547600037742,540524453381.0,317547600037742.0,,ИП Попов К.Ю.,"Новосибирская область, 630126, г Новосибирск, ул Вилюйская, д. 17, 83.007593, 54.999676",,https://trudvsem.ru/company/317547600037742,,+7(913)3971967,,volinckina.len@yandex.ru,
1025404577340,5438107839.0,1025404577340.0,543801001.0,"Муниципальное казенное общеобразовательное учреждение Тогучинского района ""Тогучинская средняя школа № 1""","Новосибирская область, 633456, г Тогучин, р-н Тогучинский, ул Комсомольская, д. 23, 84.399299, 55.240246",,https://trudvsem.ru/company/1025404577340,,+7(838340)27244,,bengi-tog@yandex.ru,
1025404789640,5446107737.0,1025404789640.0,544601001.0,муниципальное бюджетное общеобразовательное учреждение - средняя общеобразовательная школа №1 с углубленным изучением отдельных предметов города Искитима Новосибирской области,"Новосибирская область, 633209, г Искитим, ул Комсомольская, д. 28, 83.30525, 54.641873",,https://trudvsem.ru/company/1025404789640,,+7(38343)20522,,school1isk@mail.ru,
1075475007145,5433170682.0,1075475007145.0,540801001.0,"ООО ""Ангиолайн интервеншионал девайс""","Новосибирская область, 630090, г Новосибирск, ул Инженерная, д. 18, 83.111941, 54.854771",,https://trudvsem.ru/company/1075475007145,http://www.angioline.ru/,+7(383)3639721,,mm4954mm@gmail.com,
1155476143734,5405969184.0,1155476143734.0,540501001.0,"Общество с ограниченной ответственностью ""Лимонти""","Новосибирская область, 633216, рп Линево, р-н Искитимский, ул Листвянская, д. 1, территория ООО ""ЛДСК"", 83.385559, 54.462236",,https://trudvsem.ru/company/1155476143734,,+7(383)2106109,,info@limontishop.com,
1025405017450,5437100446.0,1025405017450.0,545301001.0,"ОАО ""Татарский маслокомбинат""","Новосибирская область, 632125, г Татарск, д. 8, ул.Никишкиной, 75.93804, 55.227073",,https://trudvsem.ru/company/1025405017450,,+7(38364)63115,+7(38364)83836463115,tatmk@mail.ru,
1025404184035,5422108019.0,1025404184035.0,542201001.0,Муниципальное бюджетное общеобразовательное учреждение Хорошенская средняя общеобразовательная школа Карасукского района,"Новосибирская область, 632831, с Хорошее, р-н Карасукский, 78.498967, 53.587958",,https://trudvsem.ru/company/1025404184035,,+7(738355)41195,,khorsosh@mail.ru,
1025402488011,5406015039.0,1025402488011.0,540601001.0,"Государственное автономное учреждение культуры Новосибирской области ""Новосибирский государственный краеведческий музей"" Отдел "" Сузун-завод.","Новосибирская область, 633623, рп Сузун, р-н Сузунский, ул Ленина, д. Дом  22, офис в, 82.314166, 53.785954",,https://trudvsem.ru/company/1025402488011,,+7(38346)29030,,,
1025403642527,5408148228.0,1025403642527.0,540801001.0,"Фонд ""Медсанчасть-168""","Новосибирская область, 630117, г Новосибирск, ул Арбузова, д. 6, 83.103551, 54.869559",,https://trudvsem.ru/company/1025403642527,http://www.hospital168.ru/,+7(383)3320340,,kadry@hospital168.ru,
1025403909893,5410124930.0,1025403909893.0,541001001.0,"Муниципальное бюджетное общеобразовательное учреждение города Новосибирска ""Средняя общеобразовательная школа № 184""","Новосибирская область, 630027, г Новосибирск, ул Макаренко, д. 25/1, 82.968049, 55.101473",,https://trudvsem.ru/company/1025403909893,,+7(383)2729800,+7(383)2729800,school_184nsk@mail.ru,
1025404349750,5433142195.0,1025404349750.0,543301001.0,"Акционерное Общество ""Кудряшовское""","Новосибирская область, 632491, с Кочки, р-н Кочковский, ул Лахина, д. 11, 80.493298, 54.337332",,https://trudvsem.ru/company/1025404349750,,+7(383)2900028,,person@kydr.ru,
1145476078120,5406783785.0,1145476078120.0,540601001.0,"Общество с ограниченной ответственностью ""Автомаркет""","Новосибирская область, 630083, г Новосибирск, ул Большевистская, д. 131, 82.959857, 54.999397",,https://trudvsem.ru/company/1145476078120,sks-avto.ru,+7(383)2510261 доб. 118,,manager_personal@sks-avto.ru,
1155476000217,5403001091.0,1155476000217.0,540401001.0,"Общество с ограниченной ответственностью ""ТК Лесной двор""","Новосибирская область, 630032, г Новосибирск, мкр Горский, д. 53, 1 этаж, помещение 20, 82.899876, 54.993582",,https://trudvsem.ru/company/1155476000217,,+7(383)2132063,,lesodvor@yandex.ru,
1065472009668,5443001309.0,1065472009668.0,544301001.0,"Общество с ограниченной ответственностью торгово-производственная компания ""Северное Сияние""","Новосибирская область, 633216, рп Линево, р-н Искитимский, 2,26 км. на северо-запад от здания администрации, 83.381643, 54.457003",,https://trudvsem.ru/company/1065472009668,,+7(913)9172726,,severnoe-siyanie@inbox.ru,
1045403643350,5446111444.0,1045403643350.0,544601001.0,МКОУ КШ № 7,"Новосибирская область, 633209, г Искитим, ул Советская, д. 356, бывший детский дом, 83.305987, 54.620699",,https://trudvsem.ru/company/1045403643350,,+7(38343)21658,,iskskosh7@mail.ru,
